Order ID,Order Date,Customer ID,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
US-2016-103646,2016-04-21,SP-20545,OFF-BI-10002854,Office Supplies,Binders,44.848,8,0.8,-67.272
CA-2016-119186,2016-05-26,MS-17710,OFF-PA-10004621,Office Supplies,Paper,10.368,2,0.2,3.6288
CA-2016-119186,2016-05-26,MS-17710,FUR-CH-10001973,Furniture,Chairs,388.43,5,0.3,-88.784
CA-2016-119186,2016-05-26,MS-17710,OFF-PA-10004040,Office Supplies,Paper,14.352,3,0.2,5.2026
CA-2016-119186,2016-05-26,MS-17710,TEC-AC-10000580,Technology,Accessories,63.992,1,0.2,-7.1991
CA-2016-148698,2016-05-02,BD-11770,OFF-AR-10004022,Office Supplies,Art,86.352,3,0.2,5.39699999999999
CA-2014-163293,2014-09-08,KC-16255,TEC-AC-10004209,Technology,Accessories,32.97,3,0.0,12.8583
CA-2014-163293,2014-09-08,KC-16255,TEC-AC-10000023,Technology,Accessories,83.88,4,0.0,30.1968
CA-2016-160815,2016-09-05,TR-21325,TEC-PH-10003505,Technology,Phones,278.4,3,0.0,80.736
CA-2017-122154,2017-04-09,SA-20830,OFF-LA-10000121,Office Supplies,Labels,15.12,3,0.2,4.914
CA-2017-122154,2017-04-09,SA-20830,OFF-BI-10002026,Office Supplies,Binders,17.43,1,0.7,-13.363
CA-2017-122154,2017-04-09,SA-20830,OFF-PA-10000994,Office Supplies,Paper,251.64,3,0.2,88.074
US-2015-149692,2015-12-06,KW-16435,OFF-BI-10002813,Office Supplies,Binders,2.772,7,0.8,-4.851
CA-2016-119445,2016-06-26,GM-14500,OFF-ST-10000617,Office Supplies,Storage,14.9,5,0.0,1.043
CA-2015-124268,2015-07-04,AD-10180,OFF-AR-10004817,Office Supplies,Art,15.48,3,0.0,4.4892
CA-2016-154711,2016-11-22,TB-21355,FUR-FU-10000397,Furniture,Furnishings,39.88,2,0.0,11.1664
CA-2016-154711,2016-11-22,TB-21355,OFF-BI-10000605,Office Supplies,Binders,12.192,4,0.2,4.1148
CA-2016-154711,2016-11-22,TB-21355,OFF-AR-10001860,Office Supplies,Art,20.82,3,0.0,7.4952
CA-2016-163384,2016-11-10,CC-12430,OFF-BI-10004970,Office Supplies,Binders,13.216,4,0.2,4.4604
CA-2016-163384,2016-11-10,CC-12430,OFF-PA-10003172,Office Supplies,Paper,32.4,5,0.0,15.552
CA-2015-101707,2015-08-27,PF-19165,OFF-SU-10001218,Office Supplies,Supplies,32.94,3,0.0,9.2232
CA-2015-101707,2015-08-27,PF-19165,OFF-PA-10002968,Office Supplies,Paper,114.2,5,0.0,52.532
CA-2015-101707,2015-08-27,PF-19165,OFF-LA-10000134,Office Supplies,Labels,3.08,1,0.0,1.4784
CA-2015-138898,2015-05-25,JH-16180,OFF-AP-10004487,Office Supplies,Appliances,845.728,13,0.2,84.5727999999999
CA-2017-115427,2017-12-30,EB-13975,OFF-BI-10002103,Office Supplies,Binders,13.904,2,0.2,4.5188
CA-2017-115427,2017-12-30,EB-13975,OFF-BI-10004632,Office Supplies,Binders,20.72,2,0.2,6.475
CA-2016-134425,2016-12-08,QJ-19255,TEC-PH-10003555,Technology,Phones,114.95,5,0.0,2.29900000000001
CA-2015-121391,2015-10-04,AA-10315,OFF-ST-10001590,Office Supplies,Storage,26.96,2,0.0,7.0096
CA-2016-137043,2016-12-23,LC-17140,FUR-FU-10003664,Furniture,Furnishings,572.76,6,0.0,166.1004
CA-2016-137043,2016-12-23,LC-17140,FUR-FU-10003664,Furniture,Furnishings,286.38,3,0.0,83.0502
CA-2015-115847,2015-09-19,TC-21535,FUR-BO-10003433,Furniture,Bookcases,61.96,2,0.0,4.3372
US-2017-126179,2017-07-03,CS-12460,FUR-FU-10002554,Furniture,Furnishings,23.99,1,0.0,5.5177
US-2017-126179,2017-07-03,CS-12460,TEC-PH-10001557,Technology,Phones,287.97,3,0.0,77.7519
CA-2016-101966,2016-07-14,BM-11785,TEC-PH-10003437,Technology,Phones,419.944,7,0.2,52.493
CA-2016-141397,2016-06-20,RC-19825,OFF-PA-10002986,Office Supplies,Paper,46.76,7,0.0,22.4448
CA-2016-141397,2016-06-20,RC-19825,OFF-BI-10000320,Office Supplies,Binders,17.712,3,0.2,6.4206
CA-2016-141397,2016-06-20,RC-19825,OFF-AP-10003971,Office Supplies,Appliances,21.78,2,0.0,5.6628
CA-2016-141397,2016-06-20,RC-19825,OFF-ST-10001469,Office Supplies,Storage,161.94,3,0.0,9.71639999999999
CA-2016-141397,2016-06-20,RC-19825,FUR-CH-10003846,Furniture,Chairs,161.568,2,0.2,-8.0784
CA-2016-141082,2016-12-09,FM-14380,OFF-LA-10001404,Office Supplies,Labels,3.69,1,0.0,1.7343
CA-2016-141082,2016-12-09,FM-14380,OFF-LA-10001474,Office Supplies,Labels,122.12,4,0.0,56.1752
US-2016-134488,2016-09-24,PK-19075,FUR-CH-10003199,Furniture,Chairs,155.372,2,0.3,-13.3176
CA-2016-145919,2016-12-18,HG-14965,OFF-PA-10003072,Office Supplies,Paper,38.88,6,0.0,18.6624
CA-2016-145919,2016-12-18,HG-14965,FUR-FU-10004960,Furniture,Furnishings,183.84,8,0.0,62.5056
CA-2016-145919,2016-12-18,HG-14965,OFF-SU-10003505,Office Supplies,Supplies,579.3,5,0.0,28.965
CA-2017-157651,2017-12-10,HA-14920,TEC-AC-10003116,Technology,Accessories,14.2,1,0.2,3.3725
CA-2014-160773,2014-07-01,LW-16825,TEC-PH-10004586,Technology,Phones,575.92,2,0.2,71.99
CA-2014-160773,2014-07-01,LW-16825,OFF-BI-10000546,Office Supplies,Binders,5.184,6,0.7,-3.6288
CA-2017-167703,2017-02-03,MC-17575,OFF-BI-10002071,Office Supplies,Binders,5.229,3,0.7,-4.1832
CA-2017-167703,2017-02-03,MC-17575,OFF-ST-10001490,Office Supplies,Storage,285.552,2,0.2,35.694
CA-2017-121804,2017-03-03,LP-17095,OFF-AP-10004859,Office Supplies,Appliances,72.8,5,0.0,19.656
CA-2017-162635,2017-10-09,EB-14170,OFF-PA-10002659,Office Supplies,Paper,10.816,4,0.2,3.5152
CA-2014-107153,2014-09-28,GZ-14545,OFF-ST-10001321,Office Supplies,Storage,46.26,3,0.0,12.4902
US-2014-117058,2014-05-27,LE-16810,OFF-BI-10004139,Office Supplies,Binders,17.46,6,0.8,-30.555
CA-2015-120439,2015-06-14,AD-10180,FUR-FU-10001867,Furniture,Furnishings,51.072,6,0.2,5.1072
CA-2016-128258,2016-03-30,CP-12085,OFF-PA-10004156,Office Supplies,Paper,11.34,1,0.0,5.5566
CA-2017-106033,2017-10-15,FG-14260,OFF-AR-10002818,Office Supplies,Art,87.92,4,0.0,26.376
CA-2016-142762,2016-05-23,LD-17005,FUR-FU-10003691,Furniture,Furnishings,37.05,3,0.0,16.302
CA-2017-127705,2017-06-02,AB-10255,TEC-PH-10000347,Technology,Phones,2.97,1,0.4,-0.6435
CA-2017-127705,2017-06-02,AB-10255,OFF-ST-10004507,Office Supplies,Storage,27.44,2,0.2,2.401
CA-2014-122567,2014-02-16,MN-17935,OFF-BI-10002012,Office Supplies,Binders,1.08,3,0.8,-1.728
CA-2014-122567,2014-02-16,MN-17935,OFF-AP-10001303,Office Supplies,Appliances,7.96,2,0.8,-13.93
CA-2014-121664,2014-05-06,HP-14815,OFF-BI-10003684,Office Supplies,Binders,140.736,8,0.2,52.776
CA-2016-122133,2016-05-16,JR-15670,OFF-ST-10002574,Office Supplies,Storage,552.56,4,0.0,0.0
US-2017-123281,2017-04-02,JF-15190,FUR-FU-10003724,Furniture,Furnishings,25.11,3,0.0,6.5286
CA-2017-100524,2017-03-31,CM-12115,FUR-FU-10004018,Furniture,Furnishings,29.78,2,0.0,8.0406
CA-2017-100524,2017-03-31,CM-12115,TEC-PH-10002549,Technology,Phones,677.58,3,0.0,176.1708
CA-2017-100524,2017-03-31,CM-12115,OFF-PA-10004911,Office Supplies,Paper,75.04,8,0.0,36.0192
CA-2017-113481,2017-01-02,AS-10045,TEC-MA-10002178,Technology,Machines,695.7,2,0.5,-27.828
CA-2017-113481,2017-01-02,AS-10045,OFF-BI-10003694,Office Supplies,Binders,15.66,5,0.7,-12.528
CA-2017-113481,2017-01-02,AS-10045,OFF-BI-10000474,Office Supplies,Binders,28.854,6,0.7,-21.1596
CA-2015-131758,2015-05-28,KB-16315,OFF-AR-10000411,Office Supplies,Art,47.82,3,0.0,14.346
CA-2015-131758,2015-05-28,KB-16315,OFF-LA-10000262,Office Supplies,Labels,13.05,5,0.0,6.003
CA-2014-118339,2014-03-17,BN-11515,OFF-AP-10001154,Office Supplies,Appliances,93.78,2,0.0,36.5742
CA-2014-118339,2014-03-17,BN-11515,OFF-PA-10000466,Office Supplies,Paper,47.18,7,0.0,23.59
CA-2014-118339,2014-03-17,BN-11515,OFF-AR-10003829,Office Supplies,Art,19.68,6,0.0,5.7072
CA-2014-118339,2014-03-17,BN-11515,OFF-BI-10001758,Office Supplies,Binders,53.4,10,0.0,25.098
CA-2014-118339,2014-03-17,BN-11515,OFF-BI-10000136,Office Supplies,Binders,35.88,6,0.0,17.2224
CA-2014-153976,2014-10-03,BP-11290,FUR-CH-10002880,Furniture,Chairs,258.279,3,0.3,-70.1043
CA-2016-162901,2016-03-28,AS-10045,OFF-ST-10000649,Office Supplies,Storage,31.4,2,0.0,7.85
CA-2017-162978,2017-05-04,LW-16990,TEC-PH-10003092,Technology,Phones,183.96,5,0.2,20.6955
CA-2017-162978,2017-05-04,LW-16990,OFF-PA-10002250,Office Supplies,Paper,17.61,3,0.0,8.4528
CA-2017-162978,2017-05-04,LW-16990,FUR-TA-10003473,Furniture,Tables,300.904,1,0.2,11.2839
US-2014-160444,2014-07-05,DC-12850,OFF-ST-10001522,Office Supplies,Storage,220.776,3,0.2,-44.1552
US-2014-160444,2014-07-05,DC-12850,OFF-ST-10000563,Office Supplies,Storage,281.424,11,0.2,-35.178
CA-2016-145247,2016-05-05,ND-18370,OFF-PA-10003641,Office Supplies,Paper,79.14,3,0.0,36.4044
CA-2017-160045,2017-04-26,LB-16735,FUR-FU-10000010,Furniture,Furnishings,1.988,1,0.6,-1.4413
US-2014-151925,2014-09-26,KT-16465,FUR-CH-10002961,Furniture,Chairs,145.568,2,0.2,0.0
CA-2017-125199,2017-10-19,HM-14860,OFF-AR-10002956,Office Supplies,Art,123.256,7,0.2,9.2442
CA-2017-125199,2017-10-19,HM-14860,OFF-PA-10004041,Office Supplies,Paper,23.68,4,0.2,7.4
CA-2017-125199,2017-10-19,HM-14860,TEC-PH-10001336,Technology,Phones,309.576,4,0.4,-56.7556
US-2017-155425,2017-11-10,AB-10600,OFF-BI-10001036,Office Supplies,Binders,38.388,14,0.7,-25.592
US-2017-155425,2017-11-10,AB-10600,TEC-MA-10003183,Technology,Machines,95.994,2,0.7,-63.996
US-2017-155425,2017-11-10,AB-10600,TEC-AC-10001314,Technology,Accessories,239.952,6,0.2,-35.9928
US-2017-155425,2017-11-10,AB-10600,TEC-PH-10002563,Technology,Phones,201.584,2,0.2,15.1188
US-2017-155425,2017-11-10,AB-10600,FUR-CH-10003312,Furniture,Chairs,899.136,4,0.2,-146.1096
CA-2017-133249,2017-07-08,SZ-20035,FUR-FU-10001588,Furniture,Furnishings,145.9,5,0.0,62.737
US-2015-103471,2015-12-24,JR-15670,FUR-BO-10002613,Furniture,Bookcases,590.058,7,0.7,-786.744
US-2015-103471,2015-12-24,JR-15670,OFF-AR-10003405,Office Supplies,Art,14.04,3,0.2,1.5795
CA-2017-136672,2017-03-07,MG-17890,TEC-AC-10004510,Technology,Accessories,49.08,3,0.0,4.908
US-2014-157021,2014-04-01,KM-16720,OFF-LA-10002312,Office Supplies,Labels,29.6,2,0.0,14.8
US-2014-157021,2014-04-01,KM-16720,OFF-BI-10000042,Office Supplies,Binders,17.088,4,0.2,5.5536
CA-2015-120362,2015-09-14,CA-12265,FUR-TA-10003008,Furniture,Tables,912.75,5,0.0,118.6575
CA-2014-126361,2014-08-04,VD-21670,OFF-AP-10003590,Office Supplies,Appliances,1089.75,3,0.0,305.13
CA-2014-126361,2014-08-04,VD-21670,OFF-PA-10000806,Office Supplies,Paper,447.84,8,0.0,219.4416
CA-2014-126361,2014-08-04,VD-21670,OFF-AR-10000896,Office Supplies,Art,16.4,5,0.0,4.264
CA-2014-126361,2014-08-04,VD-21670,TEC-PH-10002310,Technology,Phones,399.96,5,0.2,34.9965
CA-2014-126361,2014-08-04,VD-21670,OFF-ST-10002289,Office Supplies,Storage,158.9,5,0.0,7.94499999999999
CA-2014-126361,2014-08-04,VD-21670,OFF-BI-10002852,Office Supplies,Binders,13.184,1,0.2,4.7792
US-2016-100566,2016-09-03,JK-16120,FUR-FU-10003394,Furniture,Furnishings,83.952,3,0.6,-90.2484
US-2016-108504,2016-02-05,PP-18955,OFF-ST-10002344,Office Supplies,Storage,80.98,1,0.0,1.61960000000001
US-2016-108504,2016-02-05,PP-18955,OFF-PA-10001289,Office Supplies,Paper,348.84,9,0.0,170.9316
US-2016-108504,2016-02-05,PP-18955,OFF-FA-10000053,Office Supplies,Fasteners,9.45,5,0.0,0.189
US-2016-108504,2016-02-05,PP-18955,FUR-FU-10004091,Furniture,Furnishings,18.84,3,0.0,7.1592
US-2016-108504,2016-02-05,PP-18955,FUR-BO-10004015,Furniture,Bookcases,239.98,2,0.0,52.7956
US-2016-108504,2016-02-05,PP-18955,OFF-EN-10003001,Office Supplies,Envelopes,167.96,2,0.0,78.9412
US-2016-108504,2016-02-05,PP-18955,TEC-PH-10000215,Technology,Phones,104.85,3,0.0,28.3095
US-2016-108504,2016-02-05,PP-18955,TEC-PH-10003645,Technology,Phones,484.83,3,0.0,126.0558
US-2016-108504,2016-02-05,PP-18955,OFF-PA-10000357,Office Supplies,Paper,122.97,3,0.0,60.2553
US-2016-108504,2016-02-05,PP-18955,OFF-ST-10004804,Office Supplies,Storage,154.44,3,0.0,1.5444
US-2016-108504,2016-02-05,PP-18955,OFF-PA-10003892,Office Supplies,Paper,342.37,7,0.0,160.9139
CA-2017-124828,2017-07-03,YS-21880,OFF-AR-10003514,Office Supplies,Art,9.552,3,0.2,1.5522
US-2017-117247,2017-10-09,CK-12760,FUR-TA-10002958,Furniture,Tables,652.45,5,0.5,-430.617
US-2017-117247,2017-10-09,CK-12760,FUR-TA-10001676,Furniture,Tables,66.645,3,0.5,-42.6528
CA-2016-124485,2016-11-24,NC-18340,OFF-BI-10000822,Office Supplies,Binders,17.216,4,0.2,6.0256
CA-2016-124485,2016-11-24,NC-18340,OFF-PA-10004971,Office Supplies,Paper,11.56,2,0.0,5.6644
CA-2016-124485,2016-11-24,NC-18340,TEC-AC-10002323,Technology,Accessories,88.4,4,0.0,11.492
CA-2016-124485,2016-11-24,NC-18340,OFF-PA-10004888,Office Supplies,Paper,6.48,1,0.0,3.1104
CA-2016-159212,2016-11-01,KM-16375,TEC-PH-10003988,Technology,Phones,21.8,2,0.0,6.104
CA-2016-159212,2016-11-01,KM-16375,OFF-EN-10002230,Office Supplies,Envelopes,251.79,3,0.0,118.3413
US-2016-161396,2016-04-19,GM-14455,FUR-TA-10002622,Furniture,Tables,205.176,2,0.4,-58.1332
US-2016-161396,2016-04-19,GM-14455,OFF-PA-10000418,Office Supplies,Paper,419.4,5,0.2,146.79
US-2014-118486,2014-04-06,SD-20485,OFF-SU-10004498,Office Supplies,Supplies,10.304,1,0.2,-2.1896
US-2014-118486,2014-04-06,SD-20485,FUR-TA-10001039,Furniture,Tables,154.764,3,0.4,-36.1116
US-2014-118486,2014-04-06,SD-20485,TEC-AC-10004659,Technology,Accessories,116.784,2,0.2,21.897
CA-2016-130407,2016-09-02,KD-16270,OFF-AR-10002240,Office Supplies,Art,75.48,2,0.0,19.6248
CA-2016-130407,2016-09-02,KD-16270,FUR-FU-10001967,Furniture,Furnishings,39.98,2,0.0,9.995
US-2016-122245,2016-09-25,AB-10105,FUR-TA-10002356,Furniture,Tables,393.165,3,0.5,-204.4458
CA-2017-105144,2017-11-04,SZ-20035,OFF-LA-10003923,Office Supplies,Labels,23.68,2,0.2,8.88
CA-2016-136329,2016-07-09,JD-15895,FUR-CH-10002335,Furniture,Chairs,408.006,2,0.1,72.5344
CA-2016-136329,2016-07-09,JD-15895,FUR-FU-10000723,Furniture,Furnishings,165.28,4,0.0,14.8752
CA-2014-146640,2014-06-30,HA-14905,OFF-BI-10002867,Office Supplies,Binders,334.768,7,0.2,108.7996
CA-2017-115994,2017-01-28,BT-11305,TEC-AC-10000580,Technology,Accessories,239.97,3,0.0,26.3967
CA-2017-115994,2017-01-28,BT-11305,FUR-FU-10003976,Furniture,Furnishings,37.74,3,0.0,12.8316
CA-2015-126697,2015-09-21,SV-20815,TEC-PH-10002922,Technology,Phones,946.344,7,0.2,118.293
CA-2015-126697,2015-09-21,SV-20815,TEC-AC-10004353,Technology,Accessories,151.2,3,0.2,32.13
CA-2015-126697,2015-09-21,SV-20815,FUR-FU-10001706,Furniture,Furnishings,4.928,4,0.6,-1.4784
CA-2015-124800,2015-09-26,RW-19540,OFF-PA-10000501,Office Supplies,Paper,86.272,4,0.2,31.2736
CA-2015-124800,2015-09-26,RW-19540,OFF-BI-10000778,Office Supplies,Binders,72.588,2,0.7,-48.392
CA-2015-124800,2015-09-26,RW-19540,OFF-AP-10004980,Office Supplies,Appliances,60.672,2,0.2,14.4096
CA-2015-124800,2015-09-26,RW-19540,OFF-BI-10003984,Office Supplies,Binders,77.031,9,0.7,-59.0571
CA-2015-124800,2015-09-26,RW-19540,OFF-ST-10000798,Office Supplies,Storage,119.904,6,0.2,-1.49880000000001
CA-2015-124800,2015-09-26,RW-19540,TEC-PH-10001750,Technology,Phones,263.96,5,0.2,23.0965
CA-2015-124800,2015-09-26,RW-19540,OFF-ST-10002743,Office Supplies,Storage,363.648,4,0.2,-86.3664
US-2015-164448,2015-10-31,DK-12835,OFF-BI-10002949,Office Supplies,Binders,9.728,2,0.2,3.2832
US-2015-164448,2015-10-31,DK-12835,OFF-EN-10002600,Office Supplies,Envelopes,14.75,5,0.0,7.08
US-2015-164448,2015-10-31,DK-12835,OFF-BI-10003708,Office Supplies,Binders,29.8,5,0.2,9.3125
US-2015-164448,2015-10-31,DK-12835,OFF-LA-10003510,Office Supplies,Labels,427.42,14,0.0,196.6132
CA-2017-122700,2017-11-26,LT-17110,TEC-PH-10003092,Technology,Phones,220.752,8,0.4,-40.4712
CA-2014-120768,2014-12-19,IM-15070,OFF-BI-10001191,Office Supplies,Binders,152.76,6,0.0,74.8524
CA-2014-120768,2014-12-19,IM-15070,OFF-SU-10004115,Office Supplies,Supplies,7.27,1,0.0,1.9629
CA-2014-120768,2014-12-19,IM-15070,FUR-CH-10000513,Furniture,Chairs,1819.86,14,0.0,163.7874
US-2016-153129,2016-12-26,FP-14320,OFF-PA-10003673,Office Supplies,Paper,33.9,5,0.0,15.594
CA-2017-106852,2017-06-20,ST-20530,OFF-PA-10001639,Office Supplies,Paper,31.104,6,0.2,10.8864
CA-2017-106852,2017-06-20,ST-20530,OFF-AR-10003829,Office Supplies,Art,5.248,2,0.2,0.590399999999999
CA-2015-139731,2015-10-15,JE-15745,TEC-AC-10004975,Technology,Accessories,263.88,3,0.2,42.8805
CA-2015-139731,2015-10-15,JE-15745,FUR-CH-10002024,Furniture,Chairs,2453.43,5,0.3,-350.49
CA-2017-122735,2017-04-12,BD-11320,OFF-BI-10004364,Office Supplies,Binders,29.7,5,0.0,13.365
CA-2017-122735,2017-04-12,BD-11320,OFF-PA-10001712,Office Supplies,Paper,39.96,4,0.0,17.982
CA-2017-128160,2017-12-19,MM-17920,OFF-BI-10001510,Office Supplies,Binders,36.672,2,0.2,11.46
CA-2017-117695,2017-08-05,PW-19030,OFF-PA-10002713,Office Supplies,Paper,13.76,2,0.0,6.3296
CA-2015-166135,2015-10-01,SC-20440,OFF-ST-10002974,Office Supplies,Storage,139.424,4,0.2,17.428
CA-2016-133725,2016-05-23,KL-16645,TEC-PH-10004165,Technology,Phones,1979.928,9,0.2,148.4946
CA-2017-102337,2017-06-13,SD-20485,OFF-ST-10004804,Office Supplies,Storage,164.736,4,0.2,-39.1248
CA-2017-102337,2017-06-13,SD-20485,FUR-CH-10004289,Furniture,Chairs,470.302,7,0.3,-87.3418
CA-2017-102337,2017-06-13,SD-20485,TEC-PH-10002564,Technology,Phones,47.984,2,0.2,5.99799999999999
US-2014-112564,2014-04-23,TS-21160,OFF-BI-10004876,Office Supplies,Binders,2.502,3,0.7,-1.7514
CA-2015-145821,2015-05-01,JB-15400,TEC-PH-10004348,Technology,Phones,88.752,3,0.2,11.094
US-2015-160150,2015-07-19,TS-21085,OFF-BI-10004352,Office Supplies,Binders,2.025,1,0.7,-1.35
CA-2016-133711,2016-11-26,MC-17425,OFF-PA-10001685,Office Supplies,Paper,70.98,7,0.0,34.7802
CA-2016-133711,2016-11-26,MC-17425,OFF-BI-10000666,Office Supplies,Binders,91.68,3,0.0,45.84
CA-2016-133711,2016-11-26,MC-17425,OFF-BI-10004352,Office Supplies,Binders,33.75,5,0.0,16.875
CA-2016-133711,2016-11-26,MC-17425,TEC-MA-10000010,Technology,Machines,3040.0,8,0.0,1459.2
CA-2017-148474,2017-06-12,ME-17320,OFF-BI-10000977,Office Supplies,Binders,91.2,3,0.0,41.952
CA-2017-148474,2017-06-12,ME-17320,FUR-TA-10002530,Furniture,Tables,452.94,3,0.0,67.941
CA-2015-111297,2015-08-17,SC-20440,OFF-BI-10002412,Office Supplies,Binders,52.2,9,0.0,23.49
CA-2016-123722,2016-09-25,NH-18610,OFF-LA-10001569,Office Supplies,Labels,15.936,4,0.2,5.1792
CA-2014-155271,2014-05-04,AA-10480,FUR-FU-10001473,Furniture,Furnishings,27.46,2,0.0,9.8856
CA-2015-119907,2015-12-01,LC-17140,OFF-BI-10001765,Office Supplies,Binders,55.424,2,0.2,19.3984
US-2016-128902,2016-03-11,MB-18085,FUR-TA-10001095,Furniture,Tables,244.006,2,0.3,-31.3722
CA-2016-152289,2016-08-26,LC-16930,TEC-AC-10004571,Technology,Accessories,159.984,2,0.2,43.9956
CA-2016-152289,2016-08-26,LC-16930,FUR-CH-10002126,Furniture,Chairs,1024.716,6,0.3,-29.2775999999999
US-2016-104794,2016-12-16,KD-16495,OFF-FA-10001754,Office Supplies,Fasteners,3.68,2,0.0,1.8032
CA-2014-151708,2014-08-08,MB-17305,FUR-FU-10001602,Furniture,Furnishings,121.376,4,0.2,-3.03440000000001
CA-2014-151708,2014-08-08,MB-17305,TEC-AC-10001767,Technology,Accessories,95.976,3,0.2,-10.7973
CA-2015-100769,2015-05-16,TH-21550,TEC-AC-10002402,Technology,Accessories,255.968,4,0.2,31.996
CA-2017-139199,2017-12-09,DK-12835,FUR-CH-10000847,Furniture,Chairs,872.94,3,0.0,226.9644
CA-2017-139199,2017-12-09,DK-12835,OFF-BI-10003982,Office Supplies,Binders,41.54,2,0.0,19.5238
CA-2017-139199,2017-12-09,DK-12835,OFF-PA-10001293,Office Supplies,Paper,12.96,2,0.0,6.2208
US-2015-161466,2015-09-24,ON-18715,OFF-AR-10000634,Office Supplies,Art,6.848,2,0.2,0.5992
CA-2017-164959,2017-07-11,KN-16390,OFF-LA-10004272,Office Supplies,Labels,8.67,3,0.0,4.0749
US-2015-105676,2015-12-01,NM-18520,FUR-FU-10004270,Furniture,Furnishings,6.688,4,0.6,-4.0128
CA-2016-113138,2016-11-19,NP-18685,OFF-AR-10003770,Office Supplies,Art,17.28,6,0.0,5.0112
CA-2016-113138,2016-11-19,NP-18685,OFF-BI-10000320,Office Supplies,Binders,17.712,3,0.2,6.4206
US-2017-104955,2017-03-19,CG-12040,OFF-LA-10003121,Office Supplies,Labels,28.91,7,0.0,13.2986
CA-2016-121958,2016-11-13,CS-12505,OFF-SU-10000381,Office Supplies,Supplies,52.136,7,0.2,5.8653
CA-2017-121468,2017-11-19,KD-16345,TEC-PH-10000376,Technology,Phones,31.968,4,0.2,2.3976
US-2016-108455,2016-12-02,MK-18160,OFF-PA-10002262,Office Supplies,Paper,25.92,4,0.0,12.4416
US-2016-108455,2016-12-02,MK-18160,OFF-PA-10002464,Office Supplies,Paper,40.46,7,0.0,19.8254
US-2016-108455,2016-12-02,MK-18160,OFF-ST-10002214,Office Supplies,Storage,33.87,3,0.0,8.8062
CA-2017-101210,2017-08-25,DW-13540,OFF-AR-10003560,Office Supplies,Art,9.728,2,0.2,1.7024
CA-2017-101210,2017-08-25,DW-13540,OFF-PA-10000130,Office Supplies,Paper,3.424,1,0.2,1.07
US-2016-108098,2016-10-14,CP-12340,TEC-AC-10000865,Technology,Accessories,177.0,3,0.0,30.09
CA-2014-119032,2014-11-27,MS-17770,OFF-FA-10003021,Office Supplies,Fasteners,3.76,2,0.0,1.316
CA-2015-140410,2015-11-03,CM-12655,TEC-PH-10003580,Technology,Phones,1212.848,7,0.2,106.1242
CA-2015-140410,2015-11-03,CM-12655,TEC-AC-10001109,Technology,Accessories,89.97,3,0.0,37.7874
CA-2015-140410,2015-11-03,CM-12655,FUR-FU-10003347,Furniture,Furnishings,42.6,3,0.0,16.614
CA-2014-136280,2014-11-29,Co-12640,OFF-LA-10000452,Office Supplies,Labels,5.04,2,0.2,1.764
CA-2017-151911,2017-04-30,DL-13495,OFF-EN-10002986,Office Supplies,Envelopes,62.96,4,0.0,28.332
CA-2017-166436,2017-11-24,TS-21370,OFF-PA-10001838,Office Supplies,Paper,5.88,1,0.0,2.8812
CA-2017-166436,2017-11-24,TS-21370,FUR-CH-10000785,Furniture,Chairs,977.292,6,0.1,173.7408
CA-2017-139661,2017-10-30,JW-15220,FUR-FU-10002885,Furniture,Furnishings,9.64,2,0.0,3.6632
CA-2014-123925,2014-12-17,RF-19840,OFF-AR-10002952,Office Supplies,Art,40.05,3,0.0,11.214
CA-2017-152485,2017-09-04,JD-15790,OFF-AR-10003759,Office Supplies,Art,10.192,7,0.2,3.185
CA-2017-152485,2017-09-04,JD-15790,OFF-ST-10004950,Office Supplies,Storage,16.784,1,0.2,-0.2098
CA-2017-152485,2017-09-04,JD-15790,OFF-AR-10001940,Office Supplies,Art,13.12,5,0.2,3.772
CA-2016-141586,2016-10-17,NK-18490,OFF-BI-10003981,Office Supplies,Binders,18.16,5,0.2,6.583
CA-2017-130386,2017-11-12,NG-18430,OFF-PA-10002749,Office Supplies,Paper,16.056,3,0.2,5.8203
CA-2017-130386,2017-11-12,NG-18430,OFF-PA-10003823,Office Supplies,Paper,223.056,9,0.2,69.705
CA-2017-130386,2017-11-12,NG-18430,OFF-ST-10003716,Office Supplies,Storage,540.048,3,0.2,-47.2542
CA-2016-100468,2016-11-24,AT-10435,TEC-PH-10001300,Technology,Phones,33.52,2,0.2,3.352
CA-2016-100468,2016-11-24,AT-10435,FUR-FU-10000010,Furniture,Furnishings,9.94,2,0.0,3.0814
CA-2015-153388,2015-08-01,PC-19000,OFF-AR-10001868,Office Supplies,Art,6.72,4,0.0,3.36
CA-2015-153388,2015-08-01,PC-19000,FUR-TA-10003715,Furniture,Tables,1004.976,6,0.2,-175.8708
CA-2017-154935,2017-12-24,AR-10540,OFF-BI-10003708,Office Supplies,Binders,17.88,3,0.2,5.5875
CA-2016-134208,2016-09-17,CS-12505,TEC-MA-10004458,Technology,Machines,396.0,4,0.0,190.08
CA-2017-108294,2017-12-10,LS-16975,OFF-BI-10004965,Office Supplies,Binders,34.5,3,0.0,15.525
CA-2017-103611,2017-09-12,JM-15535,FUR-FU-10004270,Furniture,Furnishings,8.36,2,0.0,3.0096
CA-2017-100384,2017-06-24,NH-18610,OFF-AR-10002135,Office Supplies,Art,385.6,8,0.0,111.824
